comunidades_autónomas;periodo;género;trastornos;benzodiacepinas;máximo_histórico_alquiler;precio_alquiler;precio_venta;máximo_histórico_venta;dificultades_medias_altas_para_llegar_a_fin_de_mes;población_con_gasto_elevado_en_vivienda;retrasos_en_los_pagos;población_con_falta_de_espacio_en_la_vivienda;desigualdad_en_la_distribución_de_ingresos_s80s20_y_coeficiente_de_gini;total;social_pib;empleo_pib;vivienda_pib;sanidad_pib;educacion_pib;cultura_pib;psector_pib;energía_pib;turismo_pib;altocargo_pib
04 Islas Baleares;2015;hombres;14,685;;19,9;8,2;1.977;4.445;37,8;20,5;21,7;6,4;Distribución de la renta S80/S20 (alquiler imputado);7,9;0,34%;0,18%;0,05%;4,66%;2,74%;0,13%;0,21%;0,06%;0,14%;0,12%
04 Islas Baleares;2015;hombres;14,685;;19,9;8,2;1.977;4.445;37,8;20,5;21,7;6,4;Gini;34,7;0,34%;0,18%;0,05%;4,66%;2,74%;0,13%;0,21%;0,06%;0,14%;0,12%
04 Islas Baleares;2015;hombres;14,685;;19,9;8,2;1.977;4.445;37,8;20,5;21,7;6,4;Gini (con alquiler imputado);33;0,34%;0,18%;0,05%;4,66%;2,74%;0,13%;0,21%;0,06%;0,14%;0,12%
04 Islas Baleares;2015;mujeres;27,165;;19,9;8,2;1.977;4.445;37,8;20,5;21,7;6,4;Distribución de la renta S80/S20;9,1;0,34%;0,18%;0,05%;4,66%;2,74%;0,13%;0,21%;0,06%;0,14%;0,12%
04 Islas Baleares;2015;mujeres;27,165;;19,9;8,2;1.977;4.445;37,8;20,5;21,7;6,4;Distribución de la renta S80/S20 (alquiler imputado);7,9;0,34%;0,18%;0,05%;4,66%;2,74%;0,13%;0,21%;0,06%;0,14%;0,12%
04 Islas Baleares;2015;mujeres;27,165;;19,9;8,2;1.977;4.445;37,8;20,5;21,7;6,4;Gini;34,7;0,34%;0,18%;0,05%;4,66%;2,74%;0,13%;0,21%;0,06%;0,14%;0,12%
04 Islas Baleares;2015;mujeres;27,165;;19,9;8,2;1.977;4.445;37,8;20,5;21,7;6,4;Gini (con alquiler imputado);33;0,34%;0,18%;0,05%;4,66%;2,74%;0,13%;0,21%;0,06%;0,14%;0,12%
04 Islas Baleares;2015;total;21,004;;19,9;8,2;1.977;4.445;37,8;20,5;21,7;6,4;Distribución de la renta S80/S20;9,1;0,34%;0,18%;0,05%;4,66%;2,74%;0,13%;0,21%;0,06%;0,14%;0,12%
04 Islas Baleares;2015;total;21,004;;19,9;8,2;1.977;4.445;37,8;20,5;21,7;6,4;Distribución de la renta S80/S20 (alquiler imputado);7,9;0,34%;0,18%;0,05%;4,66%;2,74%;0,13%;0,21%;0,06%;0,14%;0,12%
04 Islas Baleares;2015;total;21,004;;19,9;8,2;1.977;4.445;37,8;20,5;21,7;6,4;Gini;34,7;0,34%;0,18%;0,05%;4,66%;2,74%;0,13%;0,21%;0,06%;0,14%;0,12%
04 Islas Baleares;2015;total;21,004;;19,9;8,2;1.977;4.445;37,8;20,5;21,7;6,4;Gini (con alquiler imputado);33;0,34%;0,18%;0,05%;4,66%;2,74%;0,13%;0,21%;0,06%;0,14%;0,12%
04 Islas Baleares;2016;hombres;15,847;;19,9;10,2;2.084;4.445;30,2;11,5;12,6;10,5;Distribución de la renta S80/S20;6,1;0,34%;0,20%;0,04%;4,66%;2,74%;0,14%;0,17%;0,05%;0,13%;0,10%
04 Islas Baleares;2016;hombres;15,847;;19,9;10,2;2.084;4.445;30,2;11,5;12,6;10,5;Distribución de la renta S80/S20 (alquiler imputado);5,4;0,34%;0,20%;0,04%;4,66%;2,74%;0,14%;0,17%;0,05%;0,13%;0,10%
04 Islas Baleares;2016;hombres;15,847;;19,9;10,2;2.084;4.445;30,2;11,5;12,6;10,5;Gini;33,6;0,34%;0,20%;0,04%;4,66%;2,74%;0,14%;0,17%;0,05%;0,13%;0,10%
04 Islas Baleares;2016;hombres;15,847;;19,9;10,2;2.084;4.445;30,2;11,5;12,6;10,5;Gini (con alquiler imputado);31,7;0,34%;0,20%;0,04%;4,66%;2,74%;0,14%;0,17%;0,05%;0,13%;0,10%
04 Islas Baleares;2016;mujeres;28,636;;19,9;10,2;2.084;4.445;30,2;11,5;12,6;10,5;Distribución de la renta S80/S20;6,1;0,34%;0,20%;0,04%;4,66%;2,74%;0,14%;0,17%;0,05%;0,13%;0,10%
04 Islas Baleares;2016;mujeres;28,636;;19,9;10,2;2.084;4.445;30,2;11,5;12,6;10,5;Distribución de la renta S80/S20 (alquiler imputado);5,4;0,34%;0,20%;0,04%;4,66%;2,74%;0,14%;0,17%;0,05%;0,13%;0,10%
04 Islas Baleares;2016;mujeres;28,636;;19,9;10,2;2.084;4.445;30,2;11,5;12,6;10,5;Gini;33,6;0,34%;0,20%;0,04%;4,66%;2,74%;0,14%;0,17%;0,05%;0,13%;0,10%
04 Islas Baleares;2016;mujeres;28,636;;19,9;10,2;2.084;4.445;30,2;11,5;12,6;10,5;Gini (con alquiler imputado);31,7;0,34%;0,20%;0,04%;4,66%;2,74%;0,14%;0,17%;0,05%;0,13%;0,10%
04 Islas Baleares;2016;total;22,317;;19,9;10,2;2.084;4.445;30,2;11,5;12,6;10,5;Distribución de la renta S80/S20;6,1;0,34%;0,20%;0,04%;4,66%;2,74%;0,14%;0,17%;0,05%;0,13%;0,10%
04 Islas Baleares;2016;total;22,317;;19,9;10,2;2.084;4.445;30,2;11,5;12,6;10,5;Distribución de la renta S80/S20 (alquiler imputado);5,4;0,34%;0,20%;0,04%;4,66%;2,74%;0,14%;0,17%;0,05%;0,13%;0,10%
04 Islas Baleares;2016;total;22,317;;19,9;10,2;2.084;4.445;30,2;11,5;12,6;10,5;Gini;33,6;0,34%;0,20%;0,04%;4,66%;2,74%;0,14%;0,17%;0,05%;0,13%;0,10%
04 Islas Baleares;2016;total;22,317;;19,9;10,2;2.084;4.445;30,2;11,5;12,6;10,5;Gini (con alquiler imputado);31,7;0,34%;0,20%;0,04%;4,66%;2,74%;0,14%;0,17%;0,05%;0,13%;0,10%
04 Islas Baleares;2017;hombres;15,215;6,202;19,9;11,8;2.438;4.445;20;16,8;15,4;11,7;Distribución de la renta S80/S20;8,2;0,43%;0,27%;0,06%;4,76%;2,81%;0,16%;0,17%;0,06%;0,13%;0,09%
04 Islas Baleares;2017;hombres;15,215;6,202;19,9;11,8;2.438;4.445;20;16,8;15,4;11,7;Distribución de la renta S80/S20 (alquiler imputado);7,4;0,43%;0,27%;0,06%;4,76%;2,81%;0,16%;0,17%;0,06%;0,13%;0,09%
04 Islas Baleares;2017;hombres;15,215;6,202;19,9;11,8;2.438;4.445;20;16,8;15,4;11,7;Gini;37,8;0,43%;0,27%;0,06%;4,76%;2,81%;0,16%;0,17%;0,06%;0,13%;0,09%
04 Islas Baleares;2017;hombres;15,215;6,202;19,9;11,8;2.438;4.445;20;16,8;15,4;11,7;Gini (con alquiler imputado);36,6;0,43%;0,27%;0,06%;4,76%;2,81%;0,16%;0,17%;0,06%;0,13%;0,09%
04 Islas Baleares;2017;mujeres;26,876;11,138;19,9;11,8;2.438;4.445;20;16,8;15,4;11,7;Distribución de la renta S80/S20;8,2;0,43%;0,27%;0,06%;4,76%;2,81%;0,16%;0,17%;0,06%;0,13%;0,09%
04 Islas Baleares;2017;mujeres;26,876;11,138;19,9;11,8;2.438;4.445;20;16,8;15,4;11,7;Distribución de la renta S80/S20 (alquiler imputado);7,4;0,43%;0,27%;0,06%;4,76%;2,81%;0,16%;0,17%;0,06%;0,13%;0,09%
04 Islas Baleares;2017;mujeres;26,876;11,138;19,9;11,8;2.438;4.445;20;16,8;15,4;11,7;Gini;37,8;0,43%;0,27%;0,06%;4,76%;2,81%;0,16%;0,17%;0,06%;0,13%;0,09%
04 Islas Baleares;2017;mujeres;26,876;11,138;19,9;11,8;2.438;4.445;20;16,8;15,4;11,7;Gini (con alquiler imputado);36,6;0,43%;0,27%;0,06%;4,76%;2,81%;0,16%;0,17%;0,06%;0,13%;0,09%
04 Islas Baleares;2017;total;21,108;8,951;19,9;11,8;2.438;4.445;20;16,8;15,4;11,7;Distribución de la renta S80/S20;8,2;0,43%;0,27%;0,06%;4,76%;2,81%;0,16%;0,17%;0,06%;0,13%;0,09%
04 Islas Baleares;2017;total;21,108;8,951;19,9;11,8;2.438;4.445;20;16,8;15,4;11,7;Distribución de la renta S80/S20 (alquiler imputado);7,4;0,43%;0,27%;0,06%;4,76%;2,81%;0,16%;0,17%;0,06%;0,13%;0,09%
04 Islas Baleares;2017;total;21,108;8,951;19,9;11,8;2.438;4.445;20;16,8;15,4;11,7;Gini;37,8;0,43%;0,27%;0,06%;4,76%;2,81%;0,16%;0,17%;0,06%;0,13%;0,09%
04 Islas Baleares;2017;total;21,108;8,951;19,9;11,8;2.438;4.445;20;16,8;15,4;11,7;Gini (con alquiler imputado);36,6;0,43%;0,27%;0,06%;4,76%;2,81%;0,16%;0,17%;0,06%;0,13%;0,09%
04 Islas Baleares;2018;hombres;16,141;6,071;19,9;12,2;2.867;4.445;32,8;9,7;10,2;7,9;Distribución de la renta S80/S20;5,5;0,56%;0,30%;0,08%;4,82%;2,86%;0,20%;0,17%;0,07%;0,17%;0,09%
04 Islas Baleares;2018;hombres;16,141;6,071;19,9;12,2;2.867;4.445;32,8;9,7;10,2;7,9;Distribución de la renta S80/S20 (alquiler imputado);5;0,56%;0,30%;0,08%;4,82%;2,86%;0,20%;0,17%;0,07%;0,17%;0,09%
04 Islas Baleares;2018;hombres;16,141;6,071;19,9;12,2;2.867;4.445;32,8;9,7;10,2;7,9;Gini;32,8;0,56%;0,30%;0,08%;4,82%;2,86%;0,20%;0,17%;0,07%;0,17%;0,09%
04 Islas Baleares;2018;hombres;16,141;6,071;19,9;12,2;2.867;4.445;32,8;9,7;10,2;7,9;Gini (con alquiler imputado);31,3;0,56%;0,30%;0,08%;4,82%;2,86%;0,20%;0,17%;0,07%;0,17%;0,09%
04 Islas Baleares;2018;mujeres;28,521;10,622;19,9;12,2;2.867;4.445;32,8;9,7;10,2;7,9;Distribución de la renta S80/S20;5,5;0,56%;0,30%;0,08%;4,82%;2,86%;0,20%;0,17%;0,07%;0,17%;0,09%
04 Islas Baleares;2018;mujeres;28,521;10,622;19,9;12,2;2.867;4.445;32,8;9,7;10,2;7,9;Distribución de la renta S80/S20 (alquiler imputado);5;0,56%;0,30%;0,08%;4,82%;2,86%;0,20%;0,17%;0,07%;0,17%;0,09%
04 Islas Baleares;2018;mujeres;28,521;10,622;19,9;12,2;2.867;4.445;32,8;9,7;10,2;7,9;Gini;32,8;0,56%;0,30%;0,08%;4,82%;2,86%;0,20%;0,17%;0,07%;0,17%;0,09%
04 Islas Baleares;2018;mujeres;28,521;10,622;19,9;12,2;2.867;4.445;32,8;9,7;10,2;7,9;Gini (con alquiler imputado);31,3;0,56%;0,30%;0,08%;4,82%;2,86%;0,20%;0,17%;0,07%;0,17%;0,09%
04 Islas Baleares;2018;total;22,39;8,604;19,9;12,2;2.867;4.445;32,8;9,7;10,2;7,9;Distribución de la renta S80/S20;5,5;0,56%;0,30%;0,08%;4,82%;2,86%;0,20%;0,17%;0,07%;0,17%;0,09%
04 Islas Baleares;2018;total;22,39;8,604;19,9;12,2;2.867;4.445;32,8;9,7;10,2;7,9;Distribución de la renta S80/S20 (alquiler imputado);5;0,56%;0,30%;0,08%;4,82%;2,86%;0,20%;0,17%;0,07%;0,17%;0,09%
04 Islas Baleares;2018;total;22,39;8,604;19,9;12,2;2.867;4.445;32,8;9,7;10,2;7,9;Gini;32,8;0,56%;0,30%;0,08%;4,82%;2,86%;0,20%;0,17%;0,07%;0,17%;0,09%
04 Islas Baleares;2018;total;22,39;8,604;19,9;12,2;2.867;4.445;32,8;9,7;10,2;7,9;Gini (con alquiler imputado);31,3;0,56%;0,30%;0,08%;4,82%;2,86%;0,20%;0,17%;0,07%;0,17%;0,09%
04 Islas Baleares;2019;hombres;17,059;6,113;19,9;12,4;3.042;4.445;19,7;11,7;14;13,8;Distribución de la renta S80/S20;4,8;0,53%;0,33%;0,18%;5,08%;2,95%;0,21%;0,20%;0,07%;0,13%;0,10%
04 Islas Baleares;2019;hombres;17,059;6,113;19,9;12,4;3.042;4.445;19,7;11,7;14;13,8;Distribución de la renta S80/S20 (alquiler imputado);4,8;0,53%;0,33%;0,18%;5,08%;2,95%;0,21%;0,20%;0,07%;0,13%;0,10%
04 Islas Baleares;2019;hombres;17,059;6,113;19,9;12,4;3.042;4.445;19,7;11,7;14;13,8;Gini;29,2;0,53%;0,33%;0,18%;5,08%;2,95%;0,21%;0,20%;0,07%;0,13%;0,10%
04 Islas Baleares;2019;hombres;17,059;6,113;19,9;12,4;3.042;4.445;19,7;11,7;14;13,8;Gini (con alquiler imputado);28,8;0,53%;0,33%;0,18%;5,08%;2,95%;0,21%;0,20%;0,07%;0,13%;0,10%
04 Islas Baleares;2019;mujeres;29,949;10,844;19,9;12,4;3.042;4.445;19,7;11,7;14;13,8;Distribución de la renta S80/S20;4,8;0,53%;0,33%;0,18%;5,08%;2,95%;0,21%;0,20%;0,07%;0,13%;0,10%
04 Islas Baleares;2019;mujeres;29,949;10,844;19,9;12,4;3.042;4.445;19,7;11,7;14;13,8;Distribución de la renta S80/S20 (alquiler imputado);4,8;0,53%;0,33%;0,18%;5,08%;2,95%;0,21%;0,20%;0,07%;0,13%;0,10%
04 Islas Baleares;2019;mujeres;29,949;10,844;19,9;12,4;3.042;4.445;19,7;11,7;14;13,8;Gini;29,2;0,53%;0,33%;0,18%;5,08%;2,95%;0,21%;0,20%;0,07%;0,13%;0,10%
04 Islas Baleares;2019;mujeres;29,949;10,844;19,9;12,4;3.042;4.445;19,7;11,7;14;13,8;Gini (con alquiler imputado);28,8;0,53%;0,33%;0,18%;5,08%;2,95%;0,21%;0,20%;0,07%;0,13%;0,10%
04 Islas Baleares;2019;total;23,559;8,745;19,9;12,4;3.042;4.445;19,7;11,7;14;13,8;Distribución de la renta S80/S20;4,8;0,53%;0,33%;0,18%;5,08%;2,95%;0,21%;0,20%;0,07%;0,13%;0,10%
04 Islas Baleares;2019;total;23,559;8,745;19,9;12,4;3.042;4.445;19,7;11,7;14;13,8;Distribución de la renta S80/S20 (alquiler imputado);4,8;0,53%;0,33%;0,18%;5,08%;2,95%;0,21%;0,20%;0,07%;0,13%;0,10%
04 Islas Baleares;2019;total;23,559;8,745;19,9;12,4;3.042;4.445;19,7;11,7;14;13,8;Gini;29,2;0,53%;0,33%;0,18%;5,08%;2,95%;0,21%;0,20%;0,07%;0,13%;0,10%
04 Islas Baleares;2019;total;23,559;8,745;19,9;12,4;3.042;4.445;19,7;11,7;14;13,8;Gini (con alquiler imputado);28,8;0,53%;0,33%;0,18%;5,08%;2,95%;0,21%;0,20%;0,07%;0,13%;0,10%
04 Islas Baleares;2020;hombres;17,639;5,911;19,9;11,5;3.091;4.445;22,1;10,4;13,1;9,7;Distribución de la renta S80/S20;4,6;0,70%;0,38%;0,14%;6,58%;3,84%;0,19%;0,16%;0,11%;0,50%;0,13%
04 Islas Baleares;2020;hombres;17,639;5,911;19,9;11,5;3.091;4.445;22,1;10,4;13,1;9,7;Distribución de la renta S80/S20 (alquiler imputado);4,1;0,70%;0,38%;0,14%;6,58%;3,84%;0,19%;0,16%;0,11%;0,50%;0,13%
04 Islas Baleares;2020;hombres;17,639;5,911;19,9;11,5;3.091;4.445;22,1;10,4;13,1;9,7;Gini;26,5;0,70%;0,38%;0,14%;6,58%;3,84%;0,19%;0,16%;0,11%;0,50%;0,13%
04 Islas Baleares;2020;hombres;17,639;5,911;19,9;11,5;3.091;4.445;22,1;10,4;13,1;9,7;Gini (con alquiler imputado);25,7;0,70%;0,38%;0,14%;6,58%;3,84%;0,19%;0,16%;0,11%;0,50%;0,13%
04 Islas Baleares;2020;mujeres;31,135;10,584;19,9;11,5;3.091;4.445;22,1;10,4;13,1;9,7;Distribución de la renta S80/S20;4,6;0,70%;0,38%;0,14%;6,58%;3,84%;0,19%;0,16%;0,11%;0,50%;0,13%
04 Islas Baleares;2020;mujeres;31,135;10,584;19,9;11,5;3.091;4.445;22,1;10,4;13,1;9,7;Distribución de la renta S80/S20 (alquiler imputado);4,1;0,70%;0,38%;0,14%;6,58%;3,84%;0,19%;0,16%;0,11%;0,50%;0,13%
04 Islas Baleares;2020;mujeres;31,135;10,584;19,9;11,5;3.091;4.445;22,1;10,4;13,1;9,7;Gini;26,5;0,70%;0,38%;0,14%;6,58%;3,84%;0,19%;0,16%;0,11%;0,50%;0,13%
04 Islas Baleares;2020;mujeres;31,135;10,584;19,9;11,5;3.091;4.445;22,1;10,4;13,1;9,7;Gini (con alquiler imputado);25,7;0,70%;0,38%;0,14%;6,58%;3,84%;0,19%;0,16%;0,11%;0,50%;0,13%
04 Islas Baleares;2020;total;24,442;8,512;19,9;11,5;3.091;4.445;22,1;10,4;13,1;9,7;Distribución de la renta S80/S20;4,6;0,70%;0,38%;0,14%;6,58%;3,84%;0,19%;0,16%;0,11%;0,50%;0,13%
04 Islas Baleares;2020;total;24,442;8,512;19,9;11,5;3.091;4.445;22,1;10,4;13,1;9,7;Distribución de la renta S80/S20 (alquiler imputado);4,1;0,70%;0,38%;0,14%;6,58%;3,84%;0,19%;0,16%;0,11%;0,50%;0,13%
04 Islas Baleares;2020;total;24,442;8,512;19,9;11,5;3.091;4.445;22,1;10,4;13,1;9,7;Gini;26,5;0,70%;0,38%;0,14%;6,58%;3,84%;0,19%;0,16%;0,11%;0,50%;0,13%
04 Islas Baleares;2020;total;24,442;8,512;19,9;11,5;3.091;4.445;22,1;10,4;13,1;9,7;Gini (con alquiler imputado);25,7;0,70%;0,38%;0,14%;6,58%;3,84%;0,19%;0,16%;0,11%;0,50%;0,13%
04 Islas Baleares;2021;hombres;17,458;6,014;19,9;12;3.291;4.445;18,5;17,8;20,3;6,5;Distribución de la renta S80/S20;5,1;0,71%;0,35%;0,11%;6,42%;3,50%;0,16%;0,16%;0,08%;0,12%;0,11%
04 Islas Baleares;2021;hombres;17,458;6,014;19,9;12;3.291;4.445;18,5;17,8;20,3;6,5;Distribución de la renta S80/S20 (alquiler imputado);4,9;0,71%;0,35%;0,11%;6,42%;3,50%;0,16%;0,16%;0,08%;0,12%;0,11%
04 Islas Baleares;2021;hombres;17,458;6,014;19,9;12;3.291;4.445;18,5;17,8;20,3;6,5;Gini;28,5;0,71%;0,35%;0,11%;6,42%;3,50%;0,16%;0,16%;0,08%;0,12%;0,11%
04 Islas Baleares;2021;hombres;17,458;6,014;19,9;12;3.291;4.445;18,5;17,8;20,3;6,5;Gini (con alquiler imputado);27,9;0,71%;0,35%;0,11%;6,42%;3,50%;0,16%;0,16%;0,08%;0,12%;0,11%
04 Islas Baleares;2021;mujeres;30,167;11,256;19,9;12;3.291;4.445;18,5;17,8;20,3;6,5;Distribución de la renta S80/S20;5,1;0,71%;0,35%;0,11%;6,42%;3,50%;0,16%;0,16%;0,08%;0,12%;0,11%
04 Islas Baleares;2021;mujeres;30,167;11,256;19,9;12;3.291;4.445;18,5;17,8;20,3;6,5;Distribución de la renta S80/S20 (alquiler imputado);4,9;0,71%;0,35%;0,11%;6,42%;3,50%;0,16%;0,16%;0,08%;0,12%;0,11%
04 Islas Baleares;2021;mujeres;30,167;11,256;19,9;12;3.291;4.445;18,5;17,8;20,3;6,5;Gini;28,5;0,71%;0,35%;0,11%;6,42%;3,50%;0,16%;0,16%;0,08%;0,12%;0,11%
04 Islas Baleares;2021;mujeres;30,167;11,256;19,9;12;3.291;4.445;18,5;17,8;20,3;6,5;Gini (con alquiler imputado);27,9;0,71%;0,35%;0,11%;6,42%;3,50%;0,16%;0,16%;0,08%;0,12%;0,11%
04 Islas Baleares;2021;total;23,857;8,935;19,9;12;3.291;4.445;18,5;17,8;20,3;6,5;Distribución de la renta S80/S20;5,1;0,71%;0,35%;0,11%;6,42%;3,50%;0,16%;0,16%;0,08%;0,12%;0,11%
04 Islas Baleares;2021;total;23,857;8,935;19,9;12;3.291;4.445;18,5;17,8;20,3;6,5;Distribución de la renta S80/S20 (alquiler imputado);4,9;0,71%;0,35%;0,11%;6,42%;3,50%;0,16%;0,16%;0,08%;0,12%;0,11%
04 Islas Baleares;2021;total;23,857;8,935;19,9;12;3.291;4.445;18,5;17,8;20,3;6,5;Gini;28,5;0,71%;0,35%;0,11%;6,42%;3,50%;0,16%;0,16%;0,08%;0,12%;0,11%
04 Islas Baleares;2021;total;23,857;8,935;19,9;12;3.291;4.445;18,5;17,8;20,3;6,5;Gini (con alquiler imputado);27,9;0,71%;0,35%;0,11%;6,42%;3,50%;0,16%;0,16%;0,08%;0,12%;0,11%
04 Islas Baleares;2022;hombres;17,52394445;6,144377732;19,9;13,6;3.625;4.445;17,9;11,8;20,5;9,3;Distribución de la renta S80/S20;4,9;0,79%;0,37%;0,09%;5,66%;3,26%;0,15%;0,17%;0,15%;0,09%;0,10%
04 Islas Baleares;2022;hombres;17,52394445;6,144377732;19,9;13,6;3.625;4.445;17,9;11,8;20,5;9,3;Distribución de la renta S80/S20 (alquiler imputado);5;0,79%;0,37%;0,09%;5,66%;3,26%;0,15%;0,17%;0,15%;0,09%;0,10%
04 Islas Baleares;2022;hombres;17,52394445;6,144377732;19,9;13,6;3.625;4.445;17,9;11,8;20,5;9,3;Gini;28,3;0,79%;0,37%;0,09%;5,66%;3,26%;0,15%;0,17%;0,15%;0,09%;0,10%
04 Islas Baleares;2022;hombres;17,52394445;6,144377732;19,9;13,6;3.625;4.445;17,9;11,8;20,5;9,3;Gini (con alquiler imputado);27,2;0,79%;0,37%;0,09%;5,66%;3,26%;0,15%;0,17%;0,15%;0,09%;0,10%
04 Islas Baleares;2022;mujeres;29,86912757;11,16028383;19,9;13,6;3.625;4.445;17,9;11,8;20,5;9,3;Distribución de la renta S80/S20;4,9;0,79%;0,37%;0,09%;5,66%;3,26%;0,15%;0,17%;0,15%;0,09%;0,10%
04 Islas Baleares;2022;mujeres;29,86912757;11,16028383;19,9;13,6;3.625;4.445;17,9;11,8;20,5;9,3;Distribución de la renta S80/S20 (alquiler imputado);5;0,79%;0,37%;0,09%;5,66%;3,26%;0,15%;0,17%;0,15%;0,09%;0,10%
04 Islas Baleares;2022;mujeres;29,86912757;11,16028383;19,9;13,6;3.625;4.445;17,9;11,8;20,5;9,3;Gini;28,3;0,79%;0,37%;0,09%;5,66%;3,26%;0,15%;0,17%;0,15%;0,09%;0,10%
04 Islas Baleares;2022;mujeres;29,86912757;11,16028383;19,9;13,6;3.625;4.445;17,9;11,8;20,5;9,3;Gini (con alquiler imputado);27,2;0,79%;0,37%;0,09%;5,66%;3,26%;0,15%;0,17%;0,15%;0,09%;0,10%
04 Islas Baleares;2022;total;23,74607718;8,942050642;19,9;13,6;3.625;4.445;17,9;11,8;20,5;9,3;Distribución de la renta S80/S20;4,9;0,79%;0,37%;0,09%;5,66%;3,26%;0,15%;0,17%;0,15%;0,09%;0,10%
04 Islas Baleares;2022;total;23,74607718;8,942050642;19,9;13,6;3.625;4.445;17,9;11,8;20,5;9,3;Distribución de la renta S80/S20 (alquiler imputado);5;0,79%;0,37%;0,09%;5,66%;3,26%;0,15%;0,17%;0,15%;0,09%;0,10%
04 Islas Baleares;2022;total;23,74607718;8,942050642;19,9;13,6;3.625;4.445;17,9;11,8;20,5;9,3;Gini;28,3;0,79%;0,37%;0,09%;5,66%;3,26%;0,15%;0,17%;0,15%;0,09%;0,10%
04 Islas Baleares;2022;total;23,74607718;8,942050642;19,9;13,6;3.625;4.445;17,9;11,8;20,5;9,3;Gini (con alquiler imputado);27,2;0,79%;0,37%;0,09%;5,66%;3,26%;0,15%;0,17%;0,15%;0,09%;0,10%
04 Islas Baleares;2023;hombres;17,74030697;6,171155891;19,9;16,1;4.083;4.445;13,7;14,5;15,8;10,1;Distribución de la renta S80/S20;5,1;;;;;;;;;;
04 Islas Baleares;2023;hombres;17,74030697;6,171155891;19,9;16,1;4.083;4.445;13,7;14,5;15,8;10,1;Distribución de la renta S80/S20 (alquiler imputado);4,4;;;;;;;;;;
04 Islas Baleares;2023;hombres;17,74030697;6,171155891;19,9;16,1;4.083;4.445;13,7;14,5;15,8;10,1;Gini;28,5;;;;;;;;;;
04 Islas Baleares;2023;hombres;17,74030697;6,171155891;19,9;16,1;4.083;4.445;13,7;14,5;15,8;10,1;Gini (con alquiler imputado);27,2;;;;;;;;;;
04 Islas Baleares;2023;mujeres;30,29997401;10,83615597;19,9;16,1;4.083;4.445;13,7;14,5;15,8;10,1;Distribución de la renta S80/S20;5,1;;;;;;;;;;
04 Islas Baleares;2023;mujeres;30,29997401;10,83615597;19,9;16,1;4.083;4.445;13,7;14,5;15,8;10,1;Distribución de la renta S80/S20 (alquiler imputado);4,4;;;;;;;;;;
04 Islas Baleares;2023;mujeres;30,29997401;10,83615597;19,9;16,1;4.083;4.445;13,7;14,5;15,8;10,1;Gini;28,5;;;;;;;;;;
04 Islas Baleares;2023;mujeres;30,29997401;10,83615597;19,9;16,1;4.083;4.445;13,7;14,5;15,8;10,1;Gini (con alquiler imputado);27,2;;;;;;;;;;
04 Islas Baleares;2023;total;24,06453669;8,772191191;19,9;16,1;4.083;4.445;13,7;14,5;15,8;10,1;Distribución de la renta S80/S20;5,1;;;;;;;;;;
04 Islas Baleares;2023;total;24,06453669;8,772191191;19,9;16,1;4.083;4.445;13,7;14,5;15,8;10,1;Distribución de la renta S80/S20 (alquiler imputado);4,4;;;;;;;;;;
04 Islas Baleares;2023;total;24,06453669;8,772191191;19,9;16,1;4.083;4.445;13,7;14,5;15,8;10,1;Gini;28,5;;;;;;;;;;
04 Islas Baleares;2023;total;24,06453669;8,772191191;19,9;16,1;4.083;4.445;13,7;14,5;15,8;10,1;Gini (con alquiler imputado);27,2;;;;;;;;;;
05 Canarias;2013;hombres;11,245;;14,2;6,4;1.309;2.636;44,2;11,2;20;11,5;Distribución de la renta S80/S20;7;0,64%;0,40%;0,13%;6,57%;3,74%;0,06%;0,14%;0,04%;0,17%;0,09%
05 Canarias;2013;hombres;11,245;;14,2;6,4;1.309;2.636;44,2;11,2;20;11,5;Distribución de la renta S80/S20 (alquiler imputado);5,4;0,64%;0,40%;0,13%;6,57%;3,74%;0,06%;0,14%;0,04%;0,17%;0,09%
05 Canarias;2013;hombres;11,245;;14,2;6,4;1.309;2.636;44,2;11,2;20;11,5;Gini;32,8;0,64%;0,40%;0,13%;6,57%;3,74%;0,06%;0,14%;0,04%;0,17%;0,09%
05 Canarias;2013;hombres;11,245;;14,2;6,4;1.309;2.636;44,2;11,2;20;11,5;Gini (con alquiler imputado);29,5;0,64%;0,40%;0,13%;6,57%;3,74%;0,06%;0,14%;0,04%;0,17%;0,09%
05 Canarias;2013;mujeres;20,497;;14,2;6,4;1.309;2.636;44,2;11,2;20;11,5;Distribución de la renta S80/S20;7;0,64%;0,40%;0,13%;6,57%;3,74%;0,06%;0,14%;0,04%;0,17%;0,09%
05 Canarias;2013;mujeres;20,497;;14,2;6,4;1.309;2.636;44,2;11,2;20;11,5;Distribución de la renta S80/S20 (alquiler imputado);5,4;0,64%;0,40%;0,13%;6,57%;3,74%;0,06%;0,14%;0,04%;0,17%;0,09%
05 Canarias;2013;mujeres;20,497;;14,2;6,4;1.309;2.636;44,2;11,2;20;11,5;Gini;32,8;0,64%;0,40%;0,13%;6,57%;3,74%;0,06%;0,14%;0,04%;0,17%;0,09%
05 Canarias;2013;mujeres;20,497;;14,2;6,4;1.309;2.636;44,2;11,2;20;11,5;Gini (con alquiler imputado);29,5;0,64%;0,40%;0,13%;6,57%;3,74%;0,06%;0,14%;0,04%;0,17%;0,09%
